,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
967,2018 Jaguar XF 2.0 Diesel Portfolio,Jul-18,Comprehensive,Diesel,5,14000,First Owner,Automatic,2018,19.33,1999,1999,177,35.5
968,2018 Nissan Micra Active XV S,Aug-18,Comprehensive,Petrol,5,43293,First Owner,Manual,2018,19.49,1198,1198,6704,4.12
969,2017 Honda City 1.5 V MT Exclusive,Aug-17,Comprehensive,Petrol,5,102786,First Owner,Manual,2017,17,1497,1497,1186600,5.95
970,2015 Nissan Micra Active XV S,Dec-15,Comprehensive,Petrol,5,98751,First Owner,Manual,2015,19.49,1198,1198,6704,2.98
971,2017 Jeep Grand Cherokee Summit 4X4,Jul-17,Comprehensive,Diesel,5,53000,First Owner,Automatic,2017,12.8,2998,2998,2396,34.9
972,2017 BMW 3 Series 320d,May-17,Zero Dep,Diesel,5,54776,Second Owner,Automatic,2017,22.69,1995,1995,190,18.9
973,2018 Maruti Ciaz 1.3 Alpha,Jun-18,Comprehensive,Diesel,5,59870,First Owner,Manual,2018,28.09,1248,1248,885,7.27
974,2013 Hyundai Grand i10 1.2 Kappa Magna BSIV,Sep-13,Comprehensive,Petrol,5,50000,Second Owner,Manual,2013,18.9,1197,1197,8186,3.95
975,2021 Mercedes-Benz G G 350d,Apr-21,Comprehensive,Diesel,5,38000,First Owner,Automatic,2021,8.13,2925,2925,28161,2.45
976,2013 Maruti Ritz VXi,Jan-14,Comprehensive,Petrol,5,80330,First Owner,Manual,2013,1197,8580,8580,114,2.93
977,2015 Honda City V MT,Nov-15,Third Party insurance,Petrol,5,94000,First Owner,Manual,2015,16.8,1497,1497,1163,6.25
978,2018 Land Rover Discovery Sport TD4 SE,Nov-18,Zero Dep,Diesel,7,37800,First Owner,Automatic,2018,12.83,1999,1999,14831,37.9
979,2019 Audi Q7 45 TDI Quattro Premium Plus,Jul-19,Third Party insurance,Diesel,7,25000,First Owner,Automatic,2019,14.75,2967,2967,245,65.5
980,2019 Tata Harrier XZ BSVI,Jun-19,Comprehensive,Diesel,5,29294,First Owner,Manual,2019,16.35,1956,1956,16767,13.65
981,2023 Kia Seltos HTX IVT G,Apr-23,Comprehensive,Petrol,5,6800,First Owner,Automatic,2023,16.8,1497,1497,11342,16.95
982,2020 Ford Figo Titanium BSIV,Jan-21,Comprehensive,Petrol,5,16847,First Owner,Manual,2020,20.4,1194,1194,9493,5.94
983,2017 Mercedes-Benz CLA Urban Sport 200d,Jul-17,Comprehensive,Diesel,5,70000,Third Owner,Automatic,2017,17.9,2143,2143,1341,17.5
984,2022 Audi Q5 Technology BSVI,Oct-22,Third Party insurance,Petrol,5,25500,First Owner,Automatic,2022,13.47,1984,1984,24559,55.8
985,2018 Renault Duster 110PS Diesel RxZ AMT,Jun-18,Comprehensive,Diesel,5,65865,First Owner,Automatic,2018,19.6,1461,1461,10845,7.99
986,2021 Audi A6 45 TFSI Technology BSVI,Jul-21,Comprehensive,Petrol,5,1000,First Owner,Automatic,2021,14.11,1984,1984,2413,55.9
987,2018 Volvo XC60 D4 Momentum,Nov-18,Comprehensive,Diesel,5,60000,Second Owner,Automatic,2018,14.7,1984,1984,181,38
988,2020 Tata Nexon XZ Plus Diesel S,Jan-21,Comprehensive,Diesel,5,54000,First Owner,Manual,2020,21.19,1497,1497,10849,9.99
989,2022 BMW 3 Series M340i xDrive,Jul-22,Comprehensive,Petrol,5,5500,First Owner,Automatic,2022,13.02,2998,2998,36878,72
990,2021 Honda Jazz ZX CVT,Nov-21,Comprehensive,Petrol,5,20866,Second Owner,Automatic,2021,17.1,1199,1199,8850,8.14
991,2023 Maruti Baleno Alpha AMT BSVI,Apr-23,Comprehensive,Petrol,5,5000,First Owner,Automatic,2023,22.94,1197,1197,8850,9.85
992,2010 Maruti Swift LXI,Jul-10,Comprehensive,Petrol,5,130363,First Owner,Manual,2010,18.6,1197,1197,858,1.3
993,2018 Mahindra Marazzo M8,Oct-18,Comprehensive,Diesel,7,73937,First Owner,Manual,2018,17.3,1497,1497,121,8.99
994,2017 Hyundai Creta 1.4 E Plus CRDi,Sep-17,Comprehensive,Diesel,5,40000,First Owner,Manual,2017,1396,887,887,2197,7.99
995,2020 Mercedes-Benz GLE 300d,Oct-20,Comprehensive,Diesel,5,15000,Second Owner,Automatic,2020,1950,24138,24138,500,74.5
996,2018 Nissan Micra Active XV S,Aug-18,Comprehensive,Petrol,5,42014,First Owner,Manual,2018,19.49,1198,1198,6704,4.25
997,2021 MG Hector Sharp DCT,Jan-21,Comprehensive,Petrol,5,34000,First Owner,Automatic,2021,13.96,1451,1451,141,16.4
998,2018 Maruti Vitara Brezza ZDi Plus AMT,Mar-18,Third Party insurance,Diesel,5,73000,First Owner,Automatic,2018,24.3,1248,1248,885,7
999,2019 Maruti SX4 S Cross Zeta DDiS 200 SH,Oct-19,Comprehensive,Diesel,5,59841,First Owner,Manual,2019,25.1,1248,1248,885,8.74
1000,2021 Kia Seltos HTX IVT G,Nov-21,Zero Dep,Petrol,5,37000,First Owner,Automatic,2021,16.8,1497,1497,11342,15.25
1001,2012 Toyota Etios Liva G,Jul-12,Comprehensive,Petrol,5,81949,First Owner,Manual,2012,17.71,1197,1197,789,2.92
1002,2017 Hyundai i10 Magna,Nov-17,Comprehensive,Petrol,5,50000,First Owner,Manual,2017,1197,789,789,1117,4.25
1003,2013 Hyundai EON D Lite Plus,2013,Third Party insurance,Petrol,5,50000,Second Owner,Manual,2013,814,552,552,745,1.75
1004,2020 Honda City ZX CVT,Jan-21,Comprehensive,Petrol,5,34769,First Owner,Automatic,2020,18.3,1498,1498,11935,13.08
1005,2015 Maruti Swift LXI,Dec-15,Comprehensive,Petrol,5,79656,First Owner,Manual,2015,1197,8180,8180,113,3.1
1006,2019 Mercedes-Benz C-Class Progressive C 220d,May-19,Third Party insurance,Diesel,5,55000,First Owner,Automatic,2019,12.6,1950,1950,194,34.75
1007,2016 Hyundai i20 Asta Option 1.2,Jan-17,Comprehensive,Petrol,5,84310,First Owner,Manual,2016,18.6,1197,1197,8183,5.64
1008,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Sep-18,Comprehensive,Petrol,5,23000,First Owner,Manual,2018,18.9,1197,1197,8186,5.15
1009,2016 Nissan Micra Active XV S,Apr-16,Comprehensive,Petrol,5,79362,First Owner,Manual,2016,19.49,1198,1198,6704,3.42
1010,2019 BMW X4 M Sport X xDrive20d,Jul-19,Comprehensive,Diesel,5,18000,Second Owner,Automatic,2019,16.55,1995,1995,18774,49.5
1011,2013 Maruti Ritz VXi,Nov-13,Comprehensive,Petrol,5,102511,First Owner,Manual,2013,1197,8580,8580,114,2.49
1012,2018 Maruti Ertiga CNG VXI,Jul-18,Comprehensive,CNG,7,70000,First Owner,Manual,2018,26.08,1462,1462,9119,7.65
1013,2017 Mercedes-Benz GLS 350d 4MATIC,Jul-17,Comprehensive,Diesel,7,80000,Second Owner,Automatic,2017,11,2987,2987,258,48.5
1014,2015 Hyundai Grand i10 Asta,May-15,Comprehensive,Petrol,5,105446,First Owner,Manual,2015,18.9,1197,1197,82,3.75
1015,2015 Maruti Baleno 1.2 Delta,Nov-15,Comprehensive,Petrol,5,54000,First Owner,Manual,2015,21.4,1197,1197,831,4.25
1016,2013 Hyundai i10 Era,Mar-13,Comprehensive,Petrol,5,75865,First Owner,Manual,2013,1086,6805,6805,9904,2.65
1017,2020 Kia Seltos HTK Plus G,Aug-20,Third Party insurance,Petrol,5,64690,First Owner,Manual,2020,16.8,1497,1497,11343,10
1018,2022 Hyundai Venue SX BSVI,Jun-22,Third Party,Petrol,5,5103,First Owner,Manual,2022,1197,8180,8180,1138,10.85
1019,2015 Tata Nano CNG XM,Sep-15,Third Party,CNG,4,52000,Second Owner,Manual,2015,624,3748,3748,51,1.5
1020,2018 Mahindra KUV 100 mFALCON G80 K2,Mar-18,Comprehensive,Petrol,6,18706,First Owner,Manual,2018,1198,82,82,115,4.24
1021,2016 Hyundai Xcent 1.2 Kappa S,Feb-17,Third Party,Petrol,5,43687,First Owner,Manual,2016,19.1,1197,1197,82,5.2
1022,2019 Hyundai Venue SX Plus Turbo DCT BSIV,Jun-19,Third Party insurance,Petrol,5,51000,First Owner,Automatic,2019,18.15,998,998,11835,9.75
1023,2012 Honda City V MT,Jun-12,Third Party insurance,Petrol,5,60758,Second Owner,Manual,2012,16.8,1497,1497,1163,4.4
1024,2020 Hyundai Venue SX Opt Diesel BSIV,Jun-22,Third Party insurance,Diesel,5,42000,First Owner,Manual,2020,23.7,1396,1396,887,10.5
1025,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,May-16,Third Party insurance,Diesel,5,42261,First Owner,Manual,2016,24.3,1248,1248,885,8.85
1026,2015 Hyundai Grand i10 Magna,Jun-15,Comprehensive,Petrol,5,75499,First Owner,Manual,2015,1197,82,82,114,4.56
1027,2013 Hyundai Elantra CRDi Base,2013,Third Party insurance,Diesel,5,120000,Third Owner,Manual,2013,22.7,1582,1582,12624,3.99
1028,2015 Hyundai Grand i10 Magna,Nov-15,Third Party,Petrol,5,87109,Second Owner,Manual,2015,1197,82,82,114,4.59
1029,2019 Mahindra TUV 300 T10,Jun-19,Comprehensive,Diesel,7,69000,First Owner,Manual,2019,18.49,1493,1493,100,8.5
1030,2017 Volkswagen Ameo 1.5 TDI Highline AT,Nov-17,Comprehensive,Diesel,5,109000,First Owner,Automatic,2017,22,1498,1498,108495,6.25
1031,2018 Hyundai Elantra 1.6 SX Option AT,May-18,Comprehensive,Diesel,5,90001,First Owner,Automatic,2018,18.23,1582,1582,1262,10.75
1032,2022 Skoda Kushaq 1.5 TSI Style DSG,Apr-22,Third Party,Petrol,5,13000,First Owner,Automatic,2022,18.89,1498,1498,14751,16.5
1033,2011 Volkswagen Polo Diesel Comfortline 1.2L,Nov-11,Comprehensive,Diesel,5,60000,Second Owner,Manual,2011,22.07,1199,1199,739,2.4
1034,2010 Hyundai Accent GLE,Nov-10,Comprehensive,Petrol,5,75000,First Owner,Manual,2010,1495,94,94,125,1.9
1035,2019 Maruti XL6 Alpha AT,Nov-19,Comprehensive,Petrol,6,76000,First Owner,Automatic,2019,17.99,1462,1462,1032,9.25
1036,2014 Maruti Ertiga VDI,Jun-14,Third Party insurance,Diesel,7,82000,First Owner,Manual,2014,20.77,1248,1248,8876,6.5
1037,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,May-16,Third Party insurance,Diesel,5,42261,First Owner,Manual,2016,24.3,1248,1248,885,8.85
1038,2015 Hyundai Grand i10 Magna,Nov-15,Third Party,Petrol,5,87109,Second Owner,Manual,2015,1197,82,82,114,4.59
1039,2014 Maruti Ertiga VDI,Jun-14,Third Party insurance,Diesel,7,82000,First Owner,Manual,2014,20.77,1248,1248,8876,6.5
1040,2016 Hyundai EON Era Plus,May-16,Third Party insurance,Petrol,5,47057,First Owner,Manual,2016,814,552,552,745,3.17
1041,2019 Hyundai Verna VTVT 1.6 SX,Jun-19,Zero Dep,Petrol,5,123715,First Owner,Manual,2019,17,1591,1591,1213,7.7
1042,2018 Tata Tigor 1.2 Revotron XZ,2018,Third Party insurance,Petrol,5,60000,1199 cc,2018,Power Steering,1199,84,84,114,4.75
1043,2021 Tata Tiago XT BSVI,Jan-21,Third Party,Petrol,5,36522,First Owner,Manual,2021,19.01,1199,1199,8482,5.44
1044,2016 Volkswagen Vento 1.6 Highline,Jun-16,Third Party insurance,Petrol,5,63000,First Owner,Manual,2016,16.09,1598,1598,1032,5.8
1045,2018 Volkswagen Polo 1.0 MPI Comfortline,Aug-18,Comprehensive,Petrol,5,23285,First Owner,Manual,2018,17.74,999,999,7510,5.73
1046,2021 Hyundai Grand i10 Nios Sportz,Jun-21,Zero Dep,Petrol,5,14596,Second Owner,Manual,2021,20.7,1197,1197,8186,6.41
1047,2013 Mercedes-Benz C-Class 220 CDI AT,Mar-13,Comprehensive,Diesel,5,48401,First Owner,Automatic,2013,14.84,2143,2143,170,12
1048,2021 Maruti Baleno Zeta,Aug-21,Zero Dep,Petrol,5,34377,First Owner,Manual,2021,21.01,1197,1197,8180,7.57
1049,2011 Mercedes-Benz M-Class ML 350 CDI,May-11,Third Party insurance,Diesel,5,127000,Third Owner,Automatic,2011,11.74,2987,2987,2548,11
1050,2018 Mercedes-Benz E-Class Exclusive E 220 d BSIV,Nov-18,Comprehensive,Diesel,5,70000,First Owner,Automatic,2018,16.1,1950,1950,1917,39.95
1051,2012 BMW X3 xDrive20d,2012,Third Party insurance,Diesel,5,90000,Second Owner,Automatic,2012,16.09,1995,1995,184,12
1052,2017 Ford Ecosport 1.5 Diesel Titanium Plus,May-17,Comprehensive,Diesel,5,65000,First Owner,Manual,2017,21.7,1498,1498,9896,7.25
1053,2020 Jeep Compass 2.0 Limited Plus,Jul-20,Comprehensive,Diesel,5,80000,First Owner,Manual,2020,17.1,1956,1956,17063,16.5
1054,2014 Honda Mobilio S i-DTEC,Nov-14,Comprehensive,Diesel,7,89000,First Owner,Manual,2014,24.2,1498,1498,986,5.5
1055,2018 Ford Ecosport 1.5 Diesel Titanium Plus,Oct-18,Comprehensive,Diesel,5,90000,First Owner,Manual,2018,21.7,1498,1498,9896,7.75
1056,2017 Volkswagen Vento 1.5 TDI Highline AT,Nov-17,Comprehensive,Diesel,5,109000,First Owner,Automatic,2017,22.15,1498,1498,1086,7.25
1057,2021 Mahindra XUV300 W8 AMT Optional Diesel BSVI,Jun-21,Zero Dep,Diesel,5,66302,First Owner,Automatic,2021,19.7,1497,1497,11505,11.24
1058,2012 Maruti Swift Dzire VXI,Apr-12,Third Party insurance,Petrol,5,79247,First Owner,Manual,2012,22.41,1197,1197,8850,4.1
1059,2017 Mini Cooper Clubman Cooper S,Feb-17,Comprehensive,Petrol,5,46000,First Owner,Automatic,2017,13.79,1998,1998,192,33
1060,2017 Maruti Baleno 1.3 Alpha,Jan-18,Third Party,Diesel,5,82051,First Owner,Manual,2017,27.39,1248,1248,74,6.07
1061,2021 Maruti Swift ZXI Plus,Jul-21,Third Party insurance,Petrol,5,31655,First Owner,Manual,2021,22.38,1197,1197,8850,7.75
1062,2017 Hyundai Grand i10 Sportz,May-17,Comprehensive,Petrol,5,16000,First Owner,Manual,2017,18.9,1197,1197,8186,5.75
1063,2019 Honda WR-V i-DTEC VX,Jul-19,Zero Dep,Diesel,5,59965,First Owner,Manual,2019,25.5,1498,1498,986,7.61
1064,2009 Hyundai i20 Asta,Nov-09,Third Party insurance,Petrol,5,60000,Third Owner,Manual,2009,17,1197,1197,805200,1.75
1065,2017 Maruti Baleno 1.2 Delta,May-17,Zero Dep,Petrol,5,103209,First Owner,Manual,2017,21.4,1197,1197,831,5.02
1066,2017 Maruti Baleno 1.2 Delta,Jul-17,Third Party insurance,Petrol,5,29497,First Owner,Manual,2017,21.4,1197,1197,831,5.59
1067,2012 Hyundai i10 Magna,Nov-12,Comprehensive,Petrol,5,51000,First Owner,Manual,2012,1197,789,789,1117,2.9
1068,2020 Hyundai Grand i10 Nios AMT Sportz,Oct-20,Third Party,Petrol,5,22849,First Owner,Automatic,2020,20.7,1197,1197,8186,6.83
1069,2018 Hyundai i20 1.4 Asta,Jun-18,Third Party insurance,Diesel,5,66000,First Owner,Manual,2018,22.54,1396,1396,8873,5.75
1070,2019 BMW X1 xDrive 20d xLine,Sep-19,Third Party insurance,Diesel,5,43000,First Owner,Automatic,2019,20.68,1995,1995,190,29.5
1071,2019 Maruti Vitara Brezza VDi,Dec-19,Comprehensive,Diesel,5,68000,First Owner,Manual,2019,24.3,1248,1248,885,7.5
1072,2018 Mercedes-Benz GLC 220d 4MATIC Sport,Aug-18,Comprehensive,Diesel,5,61000,First Owner,Automatic,2018,17.9,2143,2143,170,37.5
1073,2018 Maruti Ciaz Delta,Nov-18,Comprehensive,Petrol,5,35000,First Owner,Manual,2018,20.65,1462,1462,10325,6.8
1074,2019 Maruti Baleno Zeta CVT,Nov-19,Comprehensive,Petrol,5,47000,First Owner,Automatic,2019,19.56,1197,1197,8180,6.75
1075,2019 Maruti Vitara Brezza ZDi Plus,Apr-19,Third Party insurance,Diesel,5,54000,First Owner,Manual,2019,24.3,1248,1248,885,8.75
1076,2015 Honda City i VTEC CVT SV,Jan-16,Zero Dep,Petrol,5,72000,First Owner,Automatic,2015,18,1497,1497,1173,6.15
1077,2017 Maruti Alto 800 LXI,Jun-17,Third Party insurance,Petrol,5,62039,First Owner,Manual,2017,796,4733,4733,69,3.02
1078,2020 Maruti Baleno Zeta,Dec-20,Comprehensive,Petrol,5,23428,First Owner,Manual,2020,21.01,1197,1197,8180,7.14
1079,2017 Maruti SX4 S Cross Zeta DDiS 200 SH,Oct-17,Comprehensive,Diesel,5,53000,First Owner,Manual,2017,25.1,1248,1248,885,7.95
1080,2012 Honda City V MT,Jul-12,Comprehensive,Petrol,5,47925,First Owner,Manual,2012,16.8,1497,1497,1163,4.53
1081,2015 Hyundai Grand i10 Magna,Jul-15,Third Party insurance,Petrol,5,59011,First Owner,Manual,2015,1197,82,82,114,4.26
1082,2019 Mahindra Alturas G4 4X2 AT,Jul-19,Comprehensive,Diesel,7,121281,First Owner,Automatic,2019,12.35,2157,2157,17849,17.51
1083,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Jun-19,Third Party,Petrol,5,63238,First Owner,Manual,2019,18.9,1197,1197,8186,5.15
1084,2014 Honda City i VTEC CVT VX,Jan-14,Third Party insurance,Petrol,5,51376,First Owner,Automatic,2014,18,1497,1497,1173,6
1085,2013 Hyundai i10 Magna 1.1L,Jun-13,Comprehensive,Petrol,5,51196,First Owner,Manual,2013,1086,6805,6805,9904,3.19
1086,2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,Sep-18,Third Party insurance,Petrol,5,35898,Second Owner,Automatic,2018,18.9,1197,1197,8186,5.43
1087,2018 BMW 5 Series 520d Sport Line,May-18,Comprehensive,Diesel,5,40000,Second Owner,Automatic,2018,22.48,1995,1995,18774,34.5
1088,2018 Maruti Ignis 1.2 Delta BSIV,Aug-18,Comprehensive,Petrol,5,19876,First Owner,Manual,2018,20.89,1197,1197,8180,4.92
1089,2012 Maruti Swift VDI,Nov-12,Comprehensive,Diesel,5,68000,First Owner,Manual,2012,22.9,1248,1248,74,4.1
1090,2016 Honda Amaze S Petrol,Jan-16,Comprehensive,Petrol,5,40451,First Owner,Manual,2016,18.6,1199,1199,8876,5.25
1091,2014 Honda City i VTEC SV,Jul-14,Third Party insurance,Petrol,5,60000,Second Owner,Manual,2014,17.4,1497,1497,1173,5.55
1092,2013 Audi A6 2.0 TDI Premium Plus,Jun-13,Comprehensive,Diesel,5,69000,First Owner,Automatic,2013,17.68,1968,1968,17433,14.5
1093,2018 Maruti Baleno Zeta,Oct-18,Comprehensive,Petrol,5,98000,First Owner,Manual,2018,21.01,1197,1197,8180,6
1094,2020 Hyundai Venue SX Plus Turbo DCT,Mar-20,Zero Dep,Petrol,5,790000,First Owner,Automatic,2020,18.15,998,998,11835,9.75
1095,2019 Honda Jazz VX CVT,Apr-19,Zero Dep,Petrol,5,55000,First Owner,Automatic,2019,18.2,1199,1199,887,7.5
1096,2015 Toyota Etios GD,Apr-15,Zero Dep,Diesel,5,104000,First Owner,Manual,2015,23.59,1364,1364,6705,5.25
1097,2019 Maruti Alto 800 VXI BSIV,Nov-19,Zero Dep,Petrol,5,57647,First Owner,Manual,2019,24.7,796,796,473,3.52
1098,2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,Oct-17,Third Party insurance,Petrol,5,76125,Second Owner,Manual,2017,18.9,1197,1197,8186,4.4
1099,2017 Maruti Swift Dzire VDI,Dec-17,Third Party,Diesel,5,94857,First Owner,Manual,2017,28.4,1248,1248,7402,6.06
1100,2016 Honda Amaze S i-Vtech,Apr-16,Comprehensive,Petrol,5,51499,First Owner,Manual,2016,18,1198,1198,867,4.96
1101,2023 Mahindra XUV700 AX5 7 Str Diesel AT,Feb-23,Comprehensive,Diesel,7,22468,First Owner,Automatic,2023,2198,18238,18238,450,22
1102,2016 Maruti Celerio ZXI,Aug-16,Zero Dep,Petrol,5,123186,First Owner,Manual,2016,25.24,998,998,6571,3.68
1103,2021 Maruti Wagon R VXI AMT,Aug-21,Comprehensive,Petrol,5,20000,First Owner,Automatic,2021,21.79,998,998,6705,6.1
1104,2015 Hyundai i20 Asta 1.2,Jan-16,Zero Dep,Petrol,5,74661,First Owner,Manual,2015,18.6,1197,1197,8183,5.45
1105,2012 Maruti Swift VDI,Jul-12,Comprehensive,Diesel,5,50018,First Owner,Manual,2012,22.9,1248,1248,74,4.2
1106,2019 Hyundai i20 1.2 Asta,Nov-19,Third Party,Petrol,5,38000,First Owner,Manual,2019,18.6,1197,1197,8183,5.6
1107,2021 Maruti Baleno Zeta,Jul-21,Zero Dep,Petrol,5,11971,First Owner,Manual,2021,21.01,1197,1197,8180,7.55
1108,2010 Fiat Punto 1.3 Emotion,2010,Third Party insurance,Diesel,5,80000,Third Owner,Manual,2010,20.3,1248,1248,75,1
1109,2014 Hyundai i20 Asta 1.2,May-14,Comprehensive,Petrol,5,64000,First Owner,Manual,2014,18.6,1197,1197,8183,5.5
1110,2017 Maruti Baleno 1.2 Sigma,Nov-17,Comprehensive,Petrol,5,37000,First Owner,Manual,2017,1197,831,831,115,5.05
1111,2015 Hyundai i20 Asta 1.4 CRDi,Nov-15,Comprehensive,Diesel,5,92000,First Owner,Manual,2015,22.54,1396,1396,8873,5.95
1112,2019 Maruti Alto K10 VXI,Nov-19,Comprehensive,Petrol,5,70000,Second Owner,Manual,2019,23.95,998,998,6705,3.4
1113,2021 Maruti Vitara Brezza LXI,Nov-21,Comprehensive,Petrol,5,83000,First Owner,Manual,2021,17.03,1462,1462,10326,7.95
1114,2020 Maruti Wagon R LXI,Nov-20,Comprehensive,Petrol,5,32000,First Owner,Manual,2020,998,6705,6705,90,5.1
1115,2018 Maruti Baleno Alpha Diesel,Nov-18,Comprehensive,Diesel,5,88000,Second Owner,Manual,2018,27.39,1248,1248,74,5.9
1116,2012 Maruti Swift Dzire LXI,Nov-12,Third Party insurance,Petrol,5,105885,First Owner,Manual,2012,1197,8850,8850,113,3.27
1117,2017 Honda WR-V i-DTEC VX,Jun-17,Zero Dep,Diesel,5,93774,First Owner,Manual,2017,25.5,1498,1498,986,7.15
1118,2020 Mercedes-Benz C-Class Progressive C 220d,Jan-20,Third Party insurance,Diesel,5,44000,First Owner,Automatic,2020,12.6,1950,1950,194,39.5
1119,2016 Hyundai Grand i10 Magna,Dec-16,Third Party,Petrol,5,86981,First Owner,Manual,2016,1197,82,82,114,4.21
1120,2019 Maruti Baleno 1.2 Zeta,Jan-20,Zero Dep,Petrol,5,48728,First Owner,Manual,2019,21.4,1197,1197,831,6.66
1121,2013 Hyundai Verna 1.6 SX VTVT,Nov-13,Comprehensive,Petrol,5,87001,First Owner,Manual,2013,17.01,1591,1591,1213,4.65
1122,2016 Maruti Wagon R VXI BS IV,Apr-16,Third Party,Petrol,5,50595,First Owner,Manual,2016,20.51,998,998,6704,4.11
1123,2021 Honda Jazz V CVT,Mar-21,Comprehensive,Petrol,5,31000,First Owner,Automatic,2021,17.1,1199,1199,8850,8.5
1124,2015 Hyundai Grand i10 Magna,Sep-15,Third Party,Petrol,5,103012,First Owner,Manual,2015,1197,82,82,114,4.14
1125,2013 Maruti Swift VXI,Jan-14,Third Party,Petrol,5,108929,First Owner,Manual,2013,22.38,1197,1197,8850,3.84
1126,2016 Honda BR-V i-VTEC V CVT,Sep-16,Third Party insurance,Petrol,7,57000,First Owner,Automatic,2016,15.4,1497,1497,1173,7.95
1127,2018 Honda Brio 1.2 S Option MT,Jul-18,Comprehensive,Petrol,5,56387,First Owner,Manual,2018,18.5,1198,1198,868,4.3
1128,2014 Honda City i DTec VX,Nov-14,Comprehensive,Diesel,5,101000,First Owner,Manual,2014,26,1498,1498,986,5.75
1129,2018 Honda Brio 1.2 VX AT,Feb-18,Comprehensive,Petrol,5,42000,First Owner,Automatic,2018,16.5,1198,1198,868,5.5
1130,2021 Hyundai Verna SX Diesel,Jun-21,Third Party insurance,Diesel,5,50000,First Owner,Manual,2021,25,1493,1493,11345,13.9
1131,2020 Ford Ecosport 1.5 Diesel Titanium,Oct-20,Comprehensive,Diesel,5,810000,First Owner,Manual,2020,21.7,1498,1498,9896,9
1132,2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,Jan-19,Comprehensive,Petrol,5,26000,First Owner,Automatic,2018,18.9,1197,1197,8186,5.95
1133,2014 Mercedes-Benz C-Class C 220 CDI BE Avantgare,Nov-14,Comprehensive,Diesel,5,92001,First Owner,Automatic,2014,14.84,2143,2143,16762,11.75
1134,2016 Honda Brio 1.2 VX MT,Oct-16,Comprehensive,Petrol,5,29000,First Owner,Manual,2016,18.5,1198,1198,868,4.5
1135,2017 Maruti Swift VXI Optional,Jan-17,Third Party insurance,Petrol,5,69000,First Owner,Manual,2017,20.4,1197,1197,8180,5.4
1136,2022 Maruti Ignis Sigma BSVI,Jun-22,Zero Dep,Petrol,5,51918,First Owner,Manual,2022,1197,8180,8180,113,5.4
1137,2016 Hyundai Grand i10 Asta,Jun-16,Third Party,Petrol,5,37552,First Owner,Manual,2016,18.9,1197,1197,82,5.32
1138,2019 Tata Nexon 1.2 Revotron XZ Plus,Oct-19,Comprehensive,Petrol,5,84000,First Owner,Manual,2019,17,1198,1198,1085,8.7
1139,2016 Honda Amaze S i-Vtech,Mar-16,Third Party,Petrol,5,63420,First Owner,Manual,2016,18,1198,1198,867,5.11
1140,2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,Jan-18,Third Party,Petrol,5,68888,Second Owner,Manual,2017,18.9,1197,1197,8186,4.39
1141,2013 Maruti Swift ZDi,Nov-13,Comprehensive,Diesel,5,104255,First Owner,Manual,2013,22.9,1248,1248,74,4.5
1142,2018 Honda Brio 1.2 S Option MT,Jul-18,Third Party,Petrol,5,47877,First Owner,Manual,2018,18.5,1198,1198,868,4.72
1143,2016 Mercedes-Benz C-Class C 200 AVANTGARDE,Apr-16,Comprehensive,Petrol,5,61000,Second Owner,Automatic,2016,14.74,1991,1991,18104,27.9
1144,2016 Honda Jazz 1.5 V i DTEC,Oct-16,Third Party insurance,Diesel,5,83337,First Owner,Manual,2016,27.3,1498,1498,986,4.64
1145,2016 Honda Brio S MT,Dec-16,Third Party,Petrol,5,61836,First Owner,Manual,2016,19.4,1198,1198,868,4.06
1146,2015 Volkswagen Vento 1.2 TSI Highline AT,Nov-15,Comprehensive,Petrol,5,68001,First Owner,Automatic,2015,18.19,1197,1197,1032,5.9
1147,2022 Maruti Baleno Zeta BSVI,Feb-23,Zero Dep,Petrol,5,39813,First Owner,Manual,2022,22.35,1197,1197,8850,7.87
